id,sku,name,url_key,price,regular_price,image
3644761,2000745000000,Baladi Beef Liver,baladi-beef-liver,555.0,555.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000745000000.png
19938,2000949000000,Beef Heart & Kidney,beef-heart-kidney,400.0,400.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000949096926_copy.jpg
5595,2000703000000,Baladi Lamb Livers,baladi-lamb-livers,575.0,575.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000703000000.png
51954,2000491000000,Beef Ossobuco,beef-ossobuco,515.0,515.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/d/s/dsc_0403_copy.jpg
562719,2000788000000,Beef Brisket,beef-brisket,440.0,440.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000788128444_copy.jpg
3644737,2000717000000,Baladi Beef Shanks,baladi-beef-shanks,540.0,540.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000717000000.png
104159,2003846000000,Beef Short Ribs,beef-short-ribs,420.0,420.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003846000000.png
3644743,2000719000000,Baladi Roast Beef,baladi-roast-beef,630.0,630.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000719000000.jpg
3644746,2000720000000,Baladi Beef Tenderloin Medallion,baladi-beef-tenderloin-medallion,700.0,700.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000720000000_copy.jpg
6759,2000725000000,Baladi Mazalika,baladi-mazalika,235.0,265.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000725000000.jpg
5988,2000355000000,Alexandrian Low Fat Beef Sausages,alexandrian-low-fat-beef-sausages,419.8,479.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000355085477_copy.jpg
16314,2000773000000,Frozen Shoulder Veal with Bones,frozen-shoulder-veal-with-bones,229.95,229.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/p/n/pngegg_25_.png
6753,2000729000000,Chicken Breasts,chicken-breasts,312.0,312.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000729000000.jpg
15597,2004013000000,Seoudi Marinated Chicken Breasts with Eggs & Bread Crumbs,seoudi-marinated-chicken-breasts-with-eggs-bread-crumbs,321.0,321.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2004013000000_thumbnail.jpg
1772842,2007787000000,Marinated Chicken Breasts For Grilling,marinated-chicken-breasts-for-grilling,364.0,364.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2007787000000.jpg
1506685,2007755000000,Seoudi Tandoori Chicken Breasts,seoudi-tandoori-chicken-breasts,387.0,387.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/7/7755_copy.jpg
